municipality,HEALTH CENTER,HEALTH CENTER/BASIC UNIT,POLYCLINIC,GENERAL HOSPITAL,SPECIALIZED HOSPITAL,MIXED UNIT,GENERAL EMERGENCY,SPECIALIZED EMERGENCY,CONSULTORIO ISOLADO,ISOLATED OFFICE,CLINIC/SPECIALTY CENTER,DIAGNOSIS AND THERAPY SUPPORT UNIT (ISOLATED SADT),UNIDADE MOVEL TERRESTRE,GROUND MOBILE UNIT,PHARMACY,HEALTH SURVEILLANCE UNIT,COOPERATIVE OR COMPANY FOR ASSIGNMENT OF WORKERS IN HEALTH,NORMAL BIRTH CENTER - ISOLATED,HOSPITAL/DAY - ISOLATED,HEALTH SERVICES REGULATION CENTER,LACEN CENTRAL PUBLIC HEALTH LABORATORY,HEALTH MANAGEMENT CENTER,HEMOTHERAPY AND OR HEMATOLOGY CARE CENTER,PSYCHOSOCIAL CARE CENTER,FAMILY HEALTH SUPPORT CENTER,INDIGENOUS HEALTH CARE UNIT,EMERGENCY SERVICE
421440,-,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
421450,1,2,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421460,-,1,-,1,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421470,3,1,-,1,-,-,-,-,3,-,-,2,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-
421480,1,18,-,2,-,-,-,-,145,-,32,15,2,1,-,1,-,-,-,-,-,2,-,1,-,-,-
421490,-,1,-,1,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421500,3,8,-,1,-,-,1,-,49,-,3,12,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-
421505,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421507,2,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421510,4,2,1,-,-,-,-,-,7,-,2,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421520,-,1,-,-,-,-,-,-,2,-,3,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421530,5,3,-,1,-,-,-,-,4,-,-,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421535,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421540,-,1,-,1,-,-,-,-,4,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
421545,1,5,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421550,9,1,2,2,-,-,-,-,1,-,3,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421555,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421560,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421565,4,4,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421567,-,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421568,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421569,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421570,-,3,1,1,-,-,-,-,15,-,1,2,-,2,-,-,-,-,-,-,-,1,-,-,-,-,-
421575,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421580,10,6,1,1,-,-,-,-,78,-,33,12,2,2,-,2,-,-,-,-,-,1,-,-,-,-,-
421590,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421600,-,3,-,1,-,-,-,-,6,-,2,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421605,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421610,5,2,-,-,-,1,-,-,5,-,2,2,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-
421620,12,8,1,1,-,-,-,-,28,-,3,9,-,1,-,-,-,-,-,-,-,1,-,1,-,-,1
421625,-,1,-,1,-,-,-,-,2,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421630,6,3,-,1,-,-,-,-,9,-,4,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-
421635,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421640,-,4,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421650,6,1,-,1,-,-,-,-,24,-,2,4,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
421660,3,20,4,2,4,-,-,-,45,-,26,19,2,3,-,1,-,-,-,1,-,2,-,-,-,-,-
421670,-,2,-,1,-,-,-,-,11,-,2,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421680,-,2,-,1,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421690,-,7,-,1,-,-,-,-,36,-,5,3,-,1,-,-,-,-,-,-,-,2,-,1,-,-,-
421700,-,3,-,-,-,-,-,-,1,-,2,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421710,4,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421715,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421720,-,10,-,3,-,-,-,-,84,-,15,13,-,1,-,-,-,-,-,-,-,2,-,1,-,-,-
421725,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421730,-,2,-,1,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421740,-,4,1,-,-,-,-,-,6,-,1,2,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421750,6,5,-,1,-,-,-,-,16,-,1,4,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-
421755,-,1,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421760,-,5,1,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
421770,-,6,-,1,-,-,-,-,9,-,6,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421775,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421780,-,7,-,1,-,-,-,-,12,-,2,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1
421790,-,1,-,2,-,-,-,-,5,-,3,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421795,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421800,8,4,3,1,-,-,-,-,13,-,6,2,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-
421810,-,3,-,1,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421820,-,10,2,2,-,-,-,-,47,-,14,6,-,1,-,-,-,-,-,-,-,2,-,1,-,-,1
421825,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421830,4,2,-,1,-,-,1,-,2,-,-,1,-,1,-,1,-,-,-,-,-,-,-,1,-,-,-
421835,-,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421840,-,4,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421850,-,2,-,1,-,-,-,-,7,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421860,-,2,-,1,-,-,-,-,7,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
421870,-,30,2,2,-,-,-,-,111,-,49,9,-,2,-,-,-,-,-,-,-,2,-,2,-,-,-
421875,-,2,-,1,-,-,-,-,5,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421880,3,2,-,1,-,-,-,-,10,-,6,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
421885,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421890,1,4,-,1,-,-,-,-,9,-,1,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421895,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421900,1,9,2,-,1,-,-,-,15,-,4,2,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421910,2,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421915,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421917,5,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421920,-,1,-,1,-,-,-,-,8,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421930,-,14,13,2,-,-,-,-,77,-,8,1,2,-,-,-,-,-,-,-,-,2,-,1,-,-,-
421935,-,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421940,-,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421950,3,10,5,1,-,-,-,-,92,-,25,10,1,1,-,1,-,-,-,-,-,2,-,1,-,-,-
421960,5,2,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421970,-,10,1,1,-,-,-,-,33,-,1,5,-,1,-,1,-,-,-,-,-,1,-,1,-,-,-
421985,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
422000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430003,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430005,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430010,3,3,-,1,-,-,-,-,4,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430020,1,2,2,1,-,-,-,-,4,-,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430030,4,-,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430040,2,20,-,1,-,-,1,-,65,-,11,10,-,-,-,1,-,-,-,-,-,2,-,3,-,-,-
430045,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430047,3,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430050,-,2,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430055,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430057,-,2,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
430060,1,14,5,1,-,-,-,-,13,-,8,5,2,1,-,1,-,-,-,-,-,-,-,4,-,-,-
430063,1,1,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430064,-,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430066,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430070,1,1,-,1,-,-,-,-,7,-,3,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430080,2,2,-,1,-,-,-,-,16,-,5,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430085,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430087,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430090,-,1,-,1,-,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430100,5,1,-,1,-,-,-,-,20,-,4,2,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430105,1,3,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
430107,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430110,-,4,1,2,-,-,-,-,7,-,3,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430120,3,3,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430130,8,-,2,1,-,-,-,-,6,-,1,3,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-
430140,1,1,-,1,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430150,-,2,-,1,-,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
430155,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430160,5,26,-,3,-,-,-,-,79,-,9,23,2,1,-,-,-,-,-,-,-,1,1,2,-,-,-
430163,3,-,1,-,-,-,-,-,1,-,1,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-
430165,2,1,-,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430170,1,2,-,1,-,-,-,-,3,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430175,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430180,2,1,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430185,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430187,-,2,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
430190,-,4,1,-,-,1,-,-,4,-,3,1,1,-,-,-,-,-,-,-,-,1,-,-,-,1,-
430192,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430195,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430200,-,1,-,-,-,-,-,-,1,-,6,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430205,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430210,5,19,7,1,-,-,2,-,160,-,57,13,2,-,-,2,-,-,-,-,-,1,-,2,-,-,-
430215,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430220,4,1,-,1,-,-,-,-,9,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430222,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
430223,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430225,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430230,2,1,-,1,-,-,-,-,12,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430235,-,3,-,1,-,-,-,-,6,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430237,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430240,1,1,-,1,-,-,-,-,11,-,2,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430245,-,1,-,1,-,-,-,-,5,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430250,4,3,-,-,-,-,-,-,3,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430258,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430260,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430265,2,1,-,1,-,-,-,-,4,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430270,-,3,-,-,-,1,-,-,16,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430280,8,5,1,1,-,-,1,-,6,-,4,7,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
430290,1,5,-,2,-,-,-,-,7,-,-,2,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430300,1,27,-,1,-,-,1,-,73,-,4,14,2,-,-,1,-,-,1,-,-,2,-,1,-,-,-
430310,15,6,5,1,-,-,-,-,45,-,15,25,-,1,-,1,-,-,-,-,-,1,-,3,-,-,-
430320,3,1,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430330,-,3,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430340,1,2,-,1,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430350,17,7,2,1,-,-,-,-,67,-,10,15,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
430355,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430360,4,2,-,2,-,-,-,-,1,-,-,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
430367,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430370,1,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430380,-,1,-,1,-,-,-,-,2,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430390,10,2,3,1,-,-,-,-,20,-,6,9,1,1,-,2,-,-,-,-,-,2,-,1,-,-,-
430400,-,2,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430410,1,-,-,1,-,-,1,-,-,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430420,-,6,-,-,1,-,-,-,17,-,7,4,1,-,1,-,-,-,-,-,-,1,-,1,-,-,-
430430,-,2,-,1,-,-,-,-,-,-,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
430435,3,3,-,-,-,-,1,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
430440,1,5,1,1,-,-,-,-,32,-,4,4,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-
430450,13,5,2,1,-,-,-,-,10,-,1,6,-,-,-,1,-,-,-,-,-,1,-,2,-,-,-
430460,-,30,2,3,-,-,1,-,182,-,100,18,1,2,-,1,1,-,-,-,-,1,-,4,-,-,-
430461,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430462,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430463,1,7,1,1,-,-,-,-,25,-,7,4,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-
430465,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430466,2,3,1,-,-,-,-,-,2,-,1,1,1,-,-,1,-,-,-,-,-,1,-,1,-,-,-
430467,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430468,4,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430469,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430470,13,1,12,1,-,-,-,-,95,-,10,12,1,-,-,1,-,-,-,-,-,1,-,1,-,-,-
430471,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430480,4,1,-,1,-,-,-,-,20,-,12,4,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430485,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430490,4,1,-,1,-,-,-,-,19,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430495,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430500,-,-,-,-,-,1,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430510,5,49,22,6,1,-,-,-,574,-,178,82,-,4,-,-,-,-,-,1,1,2,-,3,-,-,1
430511,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430512,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430513,1,2,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430515,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430517,1,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430520,-,3,-,1,-,-,-,-,13,-,-,5,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430530,4,1,1,1,-,-,-,-,1,-,-,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430535,9,6,4,1,-,-,-,-,22,-,6,4,-,1,-,1,-,-,-,-,-,1,-,-,1,-,-
430537,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430540,-,2,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430543,-,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430544,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430545,-,3,2,-,-,-,1,-,2,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430550,3,1,-,1,-,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430558,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430560,1,2,-,-,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430570,-,1,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430580,5,-,-,1,-,-,-,-,2,-,2,3,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-
430583,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430585,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430587,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430590,-,4,-,1,-,-,-,-,3,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430593,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430595,1,2,-,-,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
430597,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430600,1,2,1,1,-,-,-,-,2,-,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430605,3,1,1,-,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430607,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430610,14,3,2,4,-,-,-,-,102,-,9,28,1,2,-,-,-,-,-,-,-,2,-,1,-,-,-
430613,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430620,-,1,-,1,-,-,-,-,11,-,2,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430630,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430632,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430635,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430637,1,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430640,4,4,1,1,-,-,-,-,29,-,5,2,1,-,-,1,-,-,-,-,-,1,-,-,-,-,-
430642,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430645,-,1,-,1,-,-,-,-,5,-,3,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430650,-,4,-,1,-,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
430655,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430660,7,5,-,1,-,-,-,-,30,-,-,8,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
430670,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430673,2,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430675,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430676,7,-,1,-,-,-,-,-,4,-,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430680,5,1,-,1,-,-,-,-,44,-,8,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430690,1,5,1,1,-,-,-,-,15,-,2,5,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-
430692,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-
430693,1,2,-,-,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430695,-,2,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430697,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430700,7,19,1,2,-,1,-,-,206,-,27,14,-,-,1,1,-,-,-,-,-,1,-,2,-,-,-
430705,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430710,-,3,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430720,-,1,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430730,-,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
430740,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430745,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
