municipality,HEALTH CENTER,HEALTH CENTER/BASIC UNIT,POLYCLINIC,GENERAL HOSPITAL,SPECIALIZED HOSPITAL,MIXED UNIT,GENERAL EMERGENCY,SPECIALIZED EMERGENCY,ISOLATED OFFICE,RIVER MOBILE UNIT,CLINIC/SPECIALTY CENTER,DIAGNOSIS AND THERAPY SUPPORT UNIT (ISOLATED SADT),GROUND MOBILE UNIT,PRE-HOSPITAL LEVEL MOBILE UNIT IN THE EMERGENCY AREA,PHARMACY,HEALTH SURVEILLANCE UNIT,COOPERATIVE OR COMPANY FOR ASSIGNMENT OF WORKERS IN HEALTH,NORMAL BIRTH CENTER - ISOLATED,HOSPITAL/DAY - ISOLATED,HEALTH SERVICES REGULATION CENTER,LACEN CENTRAL PUBLIC HEALTH LABORATORY,HEALTH MANAGEMENT CENTER,HEMOTHERAPY AND OR HEMATOLOGY CARE CENTER,PSYCHOSOCIAL CARE CENTER,FAMILY HEALTH SUPPORT CENTER,INDIGENOUS HEALTH CARE UNIT,EMERGENCY SERVICE,HEALTH ACADEMY POLO,TELESSAUDE,EMERGENCY MEDICAL REGULATION CENTER,ISOLATED HOME CARE SERVICE,CARE UNIT IN RESIDENTIAL REGIME,ORTHOPEDIC WORKSHOP,PUBLIC HEALTH LABORATORY,ACCESS REGULATION CENTER,NOTIFICATION CENTER FOR CAPTATION AND DISTRIBUTION OF STATE ORGANIZATIONS,POLO FOR PREVENTION OF DISEASES AND DISEASES AND HEALTH PROMOTION,SUPPLY CENTER,IMMUNIZATION CENTER
313680,2,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313690,-,5,2,1,-,-,-,-,8,-,-,1,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
313695,-,3,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313700,-,4,1,1,-,-,-,-,1,-,-,4,1,1,1,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
313710,1,5,-,-,-,1,-,-,6,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313720,1,15,-,1,-,-,-,-,36,-,15,8,-,1,1,1,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-
313730,-,3,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
313740,-,4,1,-,-,-,-,-,1,-,4,1,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313750,-,6,2,1,-,-,-,-,21,-,4,3,-,-,11,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
313753,-,4,-,-,-,-,-,-,4,-,2,2,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
313760,-,19,2,2,-,-,-,-,63,-,34,11,-,-,1,1,-,-,-,-,-,1,-,3,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
313770,5,1,1,1,-,-,1,-,5,-,-,3,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313780,5,3,-,1,-,-,1,-,17,-,4,5,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
313790,1,1,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313800,-,3,-,1,-,-,-,-,9,-,1,1,-,1,1,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,-
313810,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313820,7,17,1,4,-,-,-,-,327,-,53,114,-,2,1,1,-,-,1,-,-,1,2,2,-,-,-,-,-,-,1,-,-,-,1,-,-,2,-
313830,-,1,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313835,3,2,-,-,-,-,-,-,-,-,3,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
313840,-,14,2,1,-,-,-,-,6,-,11,8,-,2,-,-,-,-,-,-,-,2,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
313850,-,2,1,-,-,-,-,-,-,-,-,2,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
313860,1,6,-,1,-,-,-,-,15,-,5,2,-,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313862,-,3,3,-,-,-,-,-,2,-,1,3,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
313865,-,6,-,-,-,-,-,-,-,-,1,2,-,-,1,2,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
313867,-,4,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313868,1,3,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313870,-,3,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313880,2,5,4,1,-,-,-,-,14,-,1,4,-,3,1,-,-,-,-,-,-,1,-,1,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
313890,-,3,1,1,-,-,-,-,1,-,2,2,-,-,1,-,-,-,-,-,-,1,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
313900,17,9,6,1,-,-,-,-,67,-,1,8,-,1,18,2,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-
313910,-,2,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313920,1,7,-,1,-,-,-,-,6,-,3,1,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
313925,3,3,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
313930,1,7,-,1,-,-,-,-,-,-,5,5,-,1,1,1,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313940,-,23,-,2,-,-,-,-,393,-,47,33,-,3,1,-,-,-,-,-,-,1,1,3,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-
313950,-,7,1,1,-,-,-,-,16,-,10,8,-,-,1,-,-,-,-,-,-,2,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
313960,-,10,-,2,-,-,-,-,9,-,4,8,-,-,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313980,-,3,-,1,-,-,-,-,6,-,3,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
313970,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
313990,-,6,-,1,-,-,-,-,14,-,1,8,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314000,6,18,1,1,-,-,-,-,86,-,12,10,-,1,4,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
314010,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314015,-,5,-,-,-,-,-,-,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-
314020,-,2,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314030,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314040,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314050,-,5,1,1,-,-,-,-,12,-,3,2,1,1,1,-,-,-,-,-,-,1,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-
314053,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314055,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314060,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314070,-,12,1,1,-,-,-,-,56,-,6,5,-,-,1,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
317150,-,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314080,-,4,1,-,-,-,-,-,5,-,3,4,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314085,1,6,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314090,-,8,-,1,-,-,1,-,6,-,8,3,-,-,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
314100,3,4,-,-,-,-,1,-,5,-,-,6,-,1,1,-,-,1,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
314110,1,11,-,1,-,-,-,-,10,-,8,3,-,-,-,-,-,-,-,-,-,2,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
314120,1,2,1,-,-,1,-,-,4,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314130,1,1,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314140,-,8,-,1,-,-,-,-,5,-,3,2,-,-,1,1,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314150,-,3,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314160,-,2,1,1,-,-,-,-,7,-,3,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314170,1,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314180,4,8,1,1,-,-,-,-,14,-,1,5,-,1,1,-,-,-,-,-,-,1,-,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314190,-,3,-,1,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314200,-,8,1,1,-,-,-,-,1,-,1,1,-,1,-,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314210,4,4,-,-,-,-,-,-,1,-,2,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314220,1,5,1,1,-,-,-,-,11,-,3,-,-,1,2,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314225,4,3,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
314230,-,2,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314240,2,3,-,1,-,-,-,-,1,-,2,3,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314250,3,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314260,-,4,-,1,-,-,-,-,4,-,-,3,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-
314270,2,9,-,1,-,-,-,-,-,-,1,2,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314280,-,5,1,1,-,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314290,8,10,2,1,-,-,-,-,4,-,3,3,-,2,-,1,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314300,-,6,-,1,-,-,-,-,2,-,6,4,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314310,-,12,6,3,-,-,1,-,30,-,2,11,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,1,-,-,-,1,-,-,-,-
314315,-,3,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314320,-,6,-,1,-,-,1,-,15,-,6,3,-,-,1,1,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314340,5,1,-,-,-,-,1,-,37,-,1,9,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314330,-,95,9,8,-,-,-,-,309,-,236,39,-,10,7,3,3,-,7,-,-,3,1,3,-,1,2,5,-,1,2,-,3,-,1,-,-,-,-
314345,1,5,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
314350,3,5,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314360,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314370,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314380,1,3,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314390,10,34,4,2,2,-,-,-,136,-,32,25,-,2,3,2,-,-,-,-,-,1,-,2,-,-,1,-,-,-,2,-,-,-,-,-,-,-,-
314400,-,11,-,1,-,-,1,-,8,-,5,3,-,-,1,1,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314410,-,8,2,1,-,-,-,-,27,-,1,4,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314420,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314430,9,4,1,2,-,-,-,-,38,-,9,3,-,1,3,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
314435,-,3,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314437,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314440,-,2,-,-,-,-,-,-,-,-,2,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
314450,-,3,-,1,-,-,-,-,6,-,-,1,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
314460,1,4,1,1,-,-,-,-,10,-,4,6,1,1,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
314465,3,5,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314467,-,3,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314470,-,5,2,1,-,-,-,-,22,-,3,5,-,1,3,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-
314480,-,21,1,3,2,-,-,-,105,-,69,23,-,1,3,-,3,-,-,-,-,1,1,2,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-
314490,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314500,1,4,1,1,-,-,-,-,7,-,5,3,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314505,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314510,-,8,-,1,-,-,-,-,9,-,3,2,-,1,-,1,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314520,-,21,3,2,-,-,-,-,25,-,11,20,-,2,4,-,-,-,-,-,-,1,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
313660,-,2,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
314530,-,10,1,1,-,-,-,-,10,-,-,4,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314535,-,6,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314537,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314540,1,1,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314545,2,3,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314550,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314560,-,14,3,1,-,-,-,-,38,-,15,8,1,3,-,-,-,-,-,-,-,1,-,3,-,-,-,1,-,-,-,2,-,-,-,-,-,-,-
314570,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314580,3,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314585,1,1,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314587,1,4,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314590,-,10,-,2,-,-,-,-,49,-,21,3,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
314600,10,6,1,1,-,-,-,-,54,-,4,9,-,2,1,3,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
314610,19,23,2,2,-,-,1,-,96,-,15,22,-,3,-,-,-,-,1,-,-,1,-,3,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
314620,-,2,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314625,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314630,-,9,-,1,-,-,-,-,3,-,1,3,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314655,2,2,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314640,-,3,-,-,-,-,-,-,2,-,-,3,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314650,1,2,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314660,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314670,3,4,-,1,-,-,-,-,5,-,1,2,-,-,1,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314675,1,4,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314690,2,4,-,-,-,-,-,-,4,-,1,2,-,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314710,4,21,1,1,-,-,-,-,119,-,21,12,-,1,1,-,-,-,1,-,-,1,-,2,-,-,2,3,-,-,-,-,-,-,1,-,-,-,-
314700,4,15,7,1,-,-,-,-,8,-,11,7,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314720,-,5,1,1,-,-,-,-,4,-,7,4,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
314730,1,5,2,1,-,-,-,-,29,-,6,8,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314740,-,6,1,1,-,-,-,-,25,-,1,6,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314760,-,6,1,1,-,-,-,-,24,-,1,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
314770,-,4,3,1,-,-,-,-,1,-,2,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314780,1,1,-,-,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314750,-,1,-,1,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314790,-,23,2,3,-,-,-,-,245,-,23,10,-,2,-,1,-,-,-,-,-,2,-,2,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-
314795,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314800,3,26,7,7,-,-,-,-,344,-,67,29,4,4,67,1,1,-,1,-,-,2,1,2,-,-,1,2,-,1,4,-,-,1,2,1,-,-,-
314810,-,15,1,3,1,-,1,-,120,-,36,16,1,3,-,-,-,-,-,-,-,1,-,2,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-
314820,-,5,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314830,-,4,-,-,-,-,-,-,9,-,1,2,-,-,5,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314840,1,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314850,-,4,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314860,1,3,-,1,-,-,-,-,10,-,1,5,-,-,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
314870,2,7,1,1,-,-,-,-,9,-,2,4,-,1,1,-,-,-,-,-,-,2,-,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
314875,-,3,-,-,-,-,-,-,-,-,-,3,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314880,-,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314890,1,2,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314900,-,2,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314910,-,4,-,1,-,-,-,-,10,-,1,5,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314915,1,8,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
314920,1,1,-,-,-,1,-,-,2,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314930,-,15,7,2,-,-,-,-,94,-,17,10,-,-,1,-,1,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
314940,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314950,1,1,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314960,-,2,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314970,-,4,1,-,-,-,1,-,1,-,-,3,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314980,4,5,-,1,-,1,-,-,11,-,4,3,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
